CarNumber,Refund,Fines,Make,Model,Year
M701T9152RUS,2,3000.0,Ford,Focus,2015
E577HE77RUS,2,12000.0,Ford,Focus,1993
92788M178RUS,1,1200.0,Ford,Focus,2010
9072EM178RUS,2,4400.0,Ford,Focus,2012
9409H7178RUS,1,3000.0,Skoda,Octavia,1998
C3829X154RUS,2,13500.0,Ford,Focus,2017
T478KX197RUS,2,7500.0,Ford,Focus,1986
T119CT96RUS,1,2000.0,Ford,Focus,1982
X795O796RUS,1,1000.0,Ford,Focus,1999
708487163RUS,1,1000.0,Ford,Focus,2011
H983HY161RUS,1,500.0,Ford,Focus,2014
7842C8197RUS,1,6000.0,Ford,Focus,2008
O64097197RUS,2,8594.6,Ford,Focus,2008
Y693HM197RUS,2,6500.0,BMW,,1992
96857X197RUS,1,37800.0,Skoda,Octavia,1993
7177TT36RUS,1,500.0,Ford,Focus,1996
9428EX178RUS,1,500.0,Ford,Focus,2015
84438C154RUS,2,7600.0,Ford,Focus,1995
Y7689C197RUS,2,9000.0,Ford,Focus,1995
H427YH197RUS,1,9900.0,Volkswagen,Passat,1996
T394KX197RUS,2,1500.0,Ford,Focus,2007
O49897197RUS,2,11800.0,Ford,Focus,1992
H963X936RUS,1,1800.0,Skoda,Octavia,2013
T341CC96RUS,2,1000.0,Volkswagen,Passat,1986
9942KK197RUS,2,6200.0,Ford,Focus,1993
9141H8178RUS,1,300.0,Skoda,Octavia,1982
9942KK197RUS,2,3100.0,Ford,Focus,1988
7370C8197RUS,2,5000.0,Ford,Focus,2003
9890HX152RUS,2,9200.0,Ford,Focus,2002
9409H7178RUS,1,6000.0,Skoda,Octavia,2013
M268CH197RUS,1,800.0,Toyota,Camry,1989
Y780EE197RUS,1,2300.0,Volkswagen,Golf,1999
Y388E877RUS,2,9500.0,Ford,Focus,2012
C419X938RUS,1,1100.0,Ford,Focus,1980
M0319X197RUS,2,4500.0,Ford,Focus,1984
M577CH197RUS,2,17000.0,Ford,Focus,1992
7361C8197RUS,1,8594.6,Ford,Focus,1988
H975HY161RUS,1,2000.0,Ford,Focus,1994
X018HY197RUS,2,10600.0,Toyota,Camry,2000
E33177152RUS,2,7100.0,Ford,Focus,1999
X256HE161RUS,2,1600.0,Ford,Focus,2000
Y7689C197RUS,2,45000.0,Ford,Focus,2012
7788KT197RUS,2,4000.0,Ford,Focus,1998
9491H7178RUS,1,500.0,Volkswagen,Jetta,2000
M374CH197RUS,1,5500.0,Ford,Focus,2018
96679X178RUS,2,2400.0,Ford,Focus,2007
9594HY161RUS,1,300.0,Ford,Focus,2002
83218C154RUS,1,100.0,Ford,Focus,2012
9764HY161RUS,1,800.0,Ford,Focus,1990
708187163RUS,1,1000.0,Ford,Focus,1982
H908YK197RUS,1,4800.0,Ford,Focus,2004
H004MH197RUS,2,19800.0,Ford,Focus,2013
92788M178RUS,1,300.0,Ford,Focus,2005
Y656E8750RUS,1,8594.6,Skoda,Octavia,1999
9679EC178RUS,1,500.0,Ford,Focus,2003
O017KO197RUS,1,1600.0,Ford,Focus,2017
H957HY161RUS,1,1000.0,Ford,Focus,2016
X286TC36RUS,1,500.0,Ford,Focus,1992
C803KE163RUS,1,1000.0,Volkswagen,Jetta,1981
Y7379Y50RUS,2,2000.0,Ford,Focus,2013
X320MK197RUS,1,7500.0,Ford,Focus,1994
C476M7161RUS,2,500.0,Ford,Focus,1991
H844YH197RUS,1,1000.0,Ford,Focus,2006
96907X197RUS,2,3000.0,BMW,,1990
Y650E8750RUS,1,1000.0,Skoda,Octavia,1988
H235YH197RUS,2,5100.0,Skoda,Octavia,2008
9474EX178RUS,1,500.0,Ford,Focus,1985
Y8259C197RUS,1,1500.0,Ford,Focus,1992
E29577161RUS,1,500.0,Ford,Focus,2000
X761HY197RUS,2,18300.0,Ford,Focus,1997
H387TM197RUS,1,8594.6,Volkswagen,Passat,1988
T396KX197RUS,2,10300.0,Ford,Focus,2008
C593EY154RUS,1,1000.0,Ford,Focus,1991
Y164O8161RUS,1,800.0,Ford,Focus,1987
M942OT152RUS,1,2000.0,Ford,Focus,1982
T476KX197RUS,2,4500.0,Ford,Focus,1982
H889YK197RUS,2,21200.0,Ford,Focus,2004
Y7429Y50RUS,2,2000.0,Ford,Focus,1988
H976HY161RUS,2,2200.0,Ford,Focus,1989
C410X938RUS,2,2200.0,Ford,Focus,1996
Y195O8161RUS,1,100.0,Ford,Focus,2000
O669E8197RUS,1,18000.0,Ford,Focus,2004
Y187O8161RUS,2,400.0,Ford,Focus,2001
K329T8197RUS,2,13000.0,Skoda,Octavia,2016
96659X178RUS,1,900.0,Ford,Focus,1990
7842C8197RUS,2,12000.0,Ford,Focus,1996
O275O7161RUS,1,8300.0,Ford,Focus,1990
9677MO178RUS,1,2200.0,Ford,Mondeo,1992
H957HY161RUS,1,8594.6,Ford,Focus,1989
M0279X197RUS,2,36000.0,Ford,Focus,1995
9939KK197RUS,1,1600.0,Ford,Focus,2016
Y8399C197RUS,1,600.0,Ford,Focus,1990
M373CH197RUS,2,6600.0,Ford,Focus,1989
7164YM36RUS,2,18800.0,Ford,Focus,2009
7843C8197RUS,2,4100.0,Ford,Focus,1989
O753MX161RUS,2,700.0,Ford,Focus,2013
9468EX178RUS,2,2000.0,Ford,Focus,2003
T395KX197RUS,2,7600.0,Ford,Focus,2017
T6488M116RUS,2,21000.0,Ford,Focus,2013
7361C8197RUS,1,800.0,Ford,Focus,1981
98047H178RUS,1,500.0,Ford,Focus,1992
8316XX154RUS,1,1100.0,Ford,Focus,2018
O752MX161RUS,2,2600.0,Ford,Focus,2003
8234XX154RUS,2,2600.0,Ford,Focus,1984
9488EY178RUS,2,1300.0,Ford,Focus,1982
96857X197RUS,2,18900.0,Skoda,Octavia,2016
O481OH77RUS,2,1000.0,Toyota,Camry,2007
K326T8197RUS,1,100.0,Volkswagen,Passat,1999
90159H178RUS,1,8594.6,Volkswagen,Passat,1984
9469EX178RUS,1,4200.0,Ford,Focus,1990
X796TH96RUS,1,500.0,Ford,Focus,2013
9499KX178RUS,1,4600.0,Ford,Focus,2014
Y358O8197RUS,2,21800.0,Ford,Focus,2016
C420X938RUS,2,3300.0,Ford,Focus,1994
Y965O8197RUS,2,1600.0,Ford,Focus,1994
96429X178RUS,2,1300.0,Ford,Focus,2008
Y274O8197RUS,2,10700.0,Ford,Focus,1998
Y358O8197RUS,1,43600.0,Ford,Focus,1983
E223YM197RUS,2,19500.0,Ford,Focus,1995
E42277152RUS,2,5300.0,Ford,Focus,2012
E34877152RUS,2,36600.0,Ford,Focus,1994
Y964EE197RUS,2,8594.6,Ford,Focus,2005
T6049O50RUS,2,15000.0,Ford,Focus,1993
8601XX154RUS,1,3900.0,Skoda,Octavia,1999
H259HY161RUS,1,900.0,Toyota,Corolla,2004
T940CC96RUS,1,500.0,Ford,Focus,2012
T288CT96RUS,1,1500.0,Ford,Focus,1986
Y6839Y50RUS,1,1500.0,Ford,Focus,2007
Y344E877RUS,1,1000.0,Ford,Focus,1997
K889HY161RUS,2,46200.0,Ford,Mondeo,1982
H214X836RUS,1,8000.0,Ford,Focus,2008
T399KX197RUS,2,15300.0,Ford,Focus,2015
O421OT161RUS,1,1200.0,Skoda,Octavia,2012
H232YH197RUS,1,8594.6,Ford,Focus,2005
7360C8197RUS,2,9600.0,Ford,Focus,2007
T6418M116RUS,1,49200.0,Ford,Focus,2007
7248C8197RUS,2,34400.0,Ford,Mondeo,2013
Y194O8161RUS,2,900.0,Ford,Focus,2008
9881HX152RUS,2,20600.0,Ford,Focus,2006
T6359O50RUS,2,13500.0,Ford,Focus,2007
E29677161RUS,2,6000.0,Ford,Focus,2004
T020MM116RUS,2,3000.0,Skoda,Octavia,2000
C798ET50RUS,1,5000.0,Ford,Focus,1992
Y7719C197RUS,2,4600.0,Ford,Focus,2017
9502XX38RUS,1,3000.0,Skoda,Octavia,2003
8521XX154RUS,1,1000.0,Ford,Focus,1986
Y273O8197RUS,2,26300.0,Ford,Focus,1993
M580CH197RUS,2,47500.0,Ford,Focus,2007
K376HE161RUS,1,100.0,Ford,Focus,1993
7193TT36RUS,2,3300.0,Ford,Focus,1986
O785T9163RUS,1,500.0,Ford,Focus,1983
H618YC38RUS,1,300.0,Volkswagen,Golf,1989
Y7689C197RUS,1,36000.0,Ford,Focus,1987
M592CH197RUS,1,3500.0,Skoda,Octavia,1988
Y352O8197RUS,2,77700.0,Ford,Focus,1992
9068EM178RUS,1,600.0,Ford,Focus,2000
7783KT197RUS,1,6000.0,Ford,Focus,1984
Y305E877RUS,2,2500.0,Ford,Focus,1982
E881OT197RUS,2,5500.0,Skoda,Octavia,1996
Y8259C197RUS,2,3000.0,Ford,Focus,2011
Y969O8197RUS,2,7800.0,Ford,Focus,1987
92928M178RUS,2,3000.0,Ford,Focus,1999
O718MM163RUS,2,7000.0,Ford,Focus,1989
Y7129Y50RUS,1,8594.6,Ford,Focus,1990
9975CC77RUS,2,7000.0,Ford,Focus,2002
C592EY154RUS,1,2000.0,Ford,Focus,2010
T195OK161RUS,1,6700.0,Ford,Mondeo,2013
Y966O8197RUS,2,20800.0,Ford,Focus,1993
T914CT197RUS,2,7200.0,Toyota,Camry,1999
E41977152RUS,2,2400.0,Ford,Focus,2001
T171CC96RUS,1,1000.0,Ford,Focus,1996
9464EX178RUS,2,2100.0,Ford,Focus,1993
O50197197RUS,2,7800.0,Ford,Focus,1986
7608EE777RUS,1,4000.0,Skoda,Octavia,2013
X583HE161RUS,1,3000.0,Ford,Focus,2010
Y7229Y50RUS,2,2500.0,Ford,Focus,2006
M6977E152RUS,1,500.0,Ford,Focus,1991
K2797K154RUS,1,800.0,Ford,Focus,2008
8325M7154RUS,1,1000.0,Ford,Focus,1994
Y192O8161RUS,2,300.0,Ford,Focus,2009
7784KT197RUS,1,6600.0,Ford,Focus,2000
96599X178RUS,1,500.0,Ford,Focus,2005
X760HY197RUS,1,10100.0,Ford,Focus,2002
Y358O8197RUS,2,10900.0,Ford,Focus,2011
H966HY161RUS,1,500.0,Ford,Focus,1999
9938KK197RUS,2,28500.0,Ford,Focus,1995
98087H178RUS,1,8594.6,Ford,Focus,1993
K2807K154RUS,1,500.0,Ford,Focus,1987
H977HY161RUS,1,600.0,Ford,Focus,2017
7367C8197RUS,1,6000.0,Ford,Focus,1980
9137X938RUS,1,1600.0,Ford,Focus,1998
Y356O8197RUS,2,15300.0,Ford,Focus,1985
9398MM199RUS,1,300.0,Volkswagen,Passat,1995
8436XX154RUS,1,2400.0,Ford,Focus,2011
8180XX154RUS,2,1400.0,Ford,Focus,1985
E53477152RUS,1,7200.0,Ford,Focus,1986
O718MM163RUS,2,3500.0,Ford,Focus,2010
9677MO178RUS,1,1100.0,Ford,Mondeo,2006
9498KX178RUS,1,4000.0,Ford,Focus,2000
K436MO152RUS,2,3000.0,Ford,Focus,1988
7194TT36RUS,2,2300.0,Ford,Focus,1994
7364C8197RUS,2,4500.0,Ford,Focus,1999
O136HO197RUS,2,7800.0,Toyota,Corolla,1989
O68897197RUS,2,12300.0,Ford,Focus,2015
O718MM163RUS,2,8594.6,Ford,Focus,2012
7065C8197RUS,2,11400.0,Volkswagen,Passat,2007
O22097197RUS,1,24300.0,Ford,Focus,1983
Y163O8161RUS,2,1600.0,Ford,Focus,1999
M0309X197RUS,1,22300.0,Ford,Focus,2018
O673E8197RUS,2,600.0,Ford,Focus,2005
8610T8154RUS,1,2000.0,Ford,Focus,1987
H419XE197RUS,2,8594.6,Toyota,Corolla,2009
M0299X197RUS,1,8300.0,Ford,Focus,1989
83298C154RUS,2,8594.6,Ford,Focus,1995
H957HY161RUS,2,1300.0,Ford,Focus,1984
T941CC96RUS,1,2400.0,Ford,Focus,2015
H966HY161RUS,1,2400.0,Ford,Focus,2014
Y655E8750RUS,1,43600.0,Skoda,Octavia,1990
C410X938RUS,2,7500.0,Ford,Focus,1988
7781KT197RUS,2,1500.0,Ford,Focus,2016
97968K152RUS,2,3000.0,Ford,Focus,2018
H837YK197RUS,1,2200.0,Audi,,2000
X320MK197RUS,2,500.0,Ford,Focus,2000
96907X197RUS,2,1200.0,BMW,,1992
C798ET50RUS,2,2300.0,Ford,Focus,1985
8441XX154RUS,2,500.0,Ford,Focus,2018
8180XX154RUS,2,49200.0,Ford,Focus,2017
9402KK197RUS,1,600.0,Toyota,Camry,1998
7840C8197RUS,2,3000.0,Ford,Focus,1986
7788KT197RUS,1,10300.0,Ford,Focus,2014
E41577152RUS,1,8594.6,Ford,Focus,1985
Y352O8197RUS,1,1600.0,Ford,Focus,1996
8321XX154RUS,1,8800.0,Ford,Focus,2015
H976HY161RUS,1,4000.0,Ford,Focus,2007
K2797K154RUS,2,1300.0,Ford,Focus,2013
Y302E877RUS,2,1800.0,Ford,Focus,1992
K2797K154RUS,1,36000.0,Ford,Focus,1998
92918M178RUS,2,200.0,Ford,Focus,1995
89557X197RUS,1,4600.0,Toyota,Camry,1986
8316XX154RUS,1,34800.0,Ford,Focus,2000
96659X178RUS,2,1500.0,Ford,Focus,2006
H259HY161RUS,1,200.0,Toyota,Corolla,2008
X782CO96RUS,2,1000.0,Ford,Focus,1989
H232YH197RUS,2,2500.0,Ford,Focus,1996
T288CT96RUS,1,8594.6,Ford,Focus,1980
Y7129Y50RUS,2,2800.0,Ford,Focus,1985
T171CC96RUS,1,55500.0,Ford,Focus,1985
H906YK197RUS,1,145200.0,Ford,Focus,2015
E160YX77RUS,1,9000.0,Ford,Focus,1984
E816HE77RUS,2,10800.0,Ford,Focus,1992
Y8259C197RUS,2,72500.0,Ford,Focus,2010
H115YO163RUS,1,1000.0,Ford,Focus,2010
8437XX154RUS,1,700.0,Ford,Focus,1992
H961HY161RUS,2,2100.0,Ford,Focus,2018
H237YH197RUS,1,10300.0,Ford,Focus,2005
T6459O50RUS,2,1600.0,Ford,Focus,2012
M268CH197RUS,1,800.0,Toyota,Camry,2006
T6049O50RUS,2,6000.0,Ford,Focus,2012
C420X938RUS,2,8594.6,Ford,Focus,2005
C3829X154RUS,1,2900.0,Ford,Focus,1995
O22397197RUS,2,600.0,Ford,Focus,1982
E52677152RUS,1,300.0,Ford,Focus,1987
C584EY154RUS,1,8200.0,Ford,Focus,2013
7828C8197RUS,1,7800.0,Ford,Focus,1988
7183TT36RUS,2,800.0,Ford,Focus,2010
O718MM163RUS,2,500.0,Ford,Focus,2004
X256HE161RUS,2,800.0,Ford,Focus,2005
E160YX77RUS,1,3200.0,Ford,Focus,1980
7840C8197RUS,1,1000.0,Ford,Focus,2005
X286TC36RUS,2,500.0,Ford,Focus,2008
T6428M116RUS,2,19800.0,Ford,Focus,1994
Y7689C197RUS,2,6000.0,Ford,Focus,1985
H618YC38RUS,2,7900.0,Volkswagen,Golf,1998
O49797197RUS,2,4500.0,Ford,Focus,2012
H419XE197RUS,1,2500.0,Toyota,Corolla,1984
H971HY161RUS,2,8594.6,Ford,Focus,2014
H957HY161RUS,2,21200.0,Ford,Focus,2012
T6449O50RUS,1,9500.0,Ford,Focus,1996
9499KX178RUS,1,1000.0,Ford,Focus,2015
T394KX197RUS,2,6100.0,Ford,Focus,1981
Y344E877RUS,2,100.0,Ford,Focus,1981
O77997197RUS,2,1000.0,Ford,Focus,2007
O02397197RUS,2,1100.0,Volkswagen,Jetta,2013
98087H178RUS,1,6500.0,Ford,Focus,2012
O68897197RUS,1,1200.0,Ford,Focus,2011
Y359EY197RUS,1,34300.0,Skoda,Octavia,1982
O143HO197RUS,1,4000.0,Toyota,Corolla,2002
Y7379Y50RUS,1,18900.0,Ford,Focus,1990
Y8399C197RUS,1,72600.0,Ford,Focus,2009
9072EM178RUS,2,6800.0,Ford,Focus,2005
T6488M116RUS,2,4600.0,Ford,Focus,1997
9881HX152RUS,2,2000.0,Ford,Focus,1983
Y973O8197RUS,2,1000.0,Ford,Focus,1981
E394MO152RUS,1,1000.0,Ford,Focus,1981
X504X8197RUS,2,2400.0,Skoda,Octavia,1995
H214X836RUS,1,3000.0,Ford,Focus,2013
T535ET96RUS,1,2000.0,Ford,Focus,2013
C477M7161RUS,2,18400.0,Ford,Focus,1991
E53488152RUS,1,3000.0,Ford,Focus,1991
K2797K154RUS,2,2300.0,Ford,Focus,1993
E948C8152RUS,1,4800.0,Ford,Focus,2017
Y316E877RUS,1,8594.6,Ford,Focus,2016
O719MM163RUS,2,8594.6,Ford,Focus,2002
7843C8197RUS,2,4500.0,Ford,Focus,1997
7368C8197RUS,1,1000.0,Ford,Focus,1989
96679X178RUS,2,8500.0,Ford,Focus,2009
96857X197RUS,1,4000.0,Skoda,Octavia,1983
M256OH161RUS,2,36600.0,Ford,Focus,2010
M372CH197RUS,2,22400.0,Ford,Focus,2018
7844C8197RUS,2,39600.0,Ford,Focus,2008
H387TM197RUS,1,19800.0,Volkswagen,Passat,2004
Y166O8161RUS,2,8594.6,Ford,Focus,1981
705787163RUS,1,200.0,Ford,Focus,1981
7197TT36RUS,2,10100.0,Ford,Focus,2008
84418C154RUS,2,500.0,Ford,Focus,1996
H385TM197RUS,2,800.0,Volkswagen,Passat,2005
E28877161RUS,2,13500.0,Ford,Focus,2015
Y653E8750RUS,2,6000.0,Skoda,Octavia,1990
Y969O8197RUS,1,8594.6,Ford,Focus,1989
Y969O8197RUS,1,3000.0,Ford,Focus,1984
7361C8197RUS,2,300.0,Ford,Focus,2008
Y038TO197RUS,2,500.0,Toyota,Corolla,1996
7066C8197RUS,1,6700.0,Volkswagen,Passat,2014
T769OT197RUS,2,11400.0,Volkswagen,Golf,1980
O22297197RUS,2,3600.0,Ford,Focus,2010
7788KT197RUS,2,2400.0,Ford,Focus,1994
H115YO163RUS,2,32000.0,Ford,Focus,1981
E552MO152RUS,2,8594.6,Ford,Focus,1994
O83597197RUS,1,4500.0,Ford,Focus,1981
M592CH197RUS,1,9600.0,Skoda,Octavia,2016
X762HY197RUS,1,4400.0,Ford,Focus,1980
M577CH197RUS,1,3400.0,Ford,Focus,1983
9182CE154RUS,1,7600.0,Ford,Focus,1987
K339T8197RUS,1,200.0,Ford,Focus,2012
Y973O8197RUS,1,21600.0,Ford,Focus,2004
9428EX178RUS,2,1500.0,Ford,Focus,2015
X4128H125RUS,1,30300.0,Ford,Focus,2010
X256HE161RUS,2,21800.0,Ford,Focus,1990
7842C8197RUS,2,7400.0,Ford,Focus,2009
O753MX161RUS,1,4300.0,Ford,Focus,2003
T6559O50RUS,1,2100.0,Ford,Focus,2010
Y356O8197RUS,2,1000.0,Ford,Focus,2017
X759HY197RUS,1,12500.0,Ford,Focus,1992
H217X836RUS,2,3000.0,Ford,Focus,2015
Y654E8750RUS,2,7000.0,Skoda,Octavia,2014
98017H178RUS,1,47500.0,Ford,Focus,1998
7183TT36RUS,2,12700.0,Ford,Focus,2006
O22097197RUS,2,200.0,Ford,Focus,2011
H387TM197RUS,1,500.0,Volkswagen,Passat,1995
E42577152RUS,1,5500.0,Ford,Focus,2005
Y275O8197RUS,2,16600.0,Ford,Focus,1998
9683EC178RUS,2,5300.0,Ford,Focus,1994
M374CH197RUS,1,2900.0,Ford,Focus,2018
9943OH154RUS,1,12300.0,Skoda,Octavia,1983
K327T8197RUS,2,3800.0,Volkswagen,Golf,2006
X767HY197RUS,1,8594.6,Ford,Focus,2017
T686EO197RUS,1,3000.0,Toyota,Camry,1992
7831C8197RUS,1,8594.6,Ford,Focus,1981
9020YC197RUS,1,1400.0,Skoda,Octavia,1985
7369C8197RUS,1,800.0,Ford,Focus,1990
O77997197RUS,2,500.0,Ford,Focus,2016
7788KT197RUS,2,3800.0,Ford,Focus,1983
Y234E877RUS,1,8000.0,Ford,Focus,2002
O6939X163RUS,2,400.0,Ford,Focus,1985
7364C8197RUS,1,3400.0,Ford,Focus,1991
9408H7178RUS,2,300.0,Skoda,Octavia,1999
E40577152RUS,1,8594.6,Ford,Focus,2015
K328T8197RUS,2,29700.0,Volkswagen,Golf,2014
9683EC178RUS,2,4300.0,Ford,Focus,1991
8439XX154RUS,1,3200.0,Ford,Focus,1980
X583HE161RUS,2,1600.0,Ford,Focus,1985
X795O796RUS,2,1000.0,Ford,Focus,2016
H427YH197RUS,1,1100.0,Volkswagen,Passat,1981
Y780EE197RUS,1,8594.6,Volkswagen,Golf,2006
9697MO178RUS,2,24200.0,Volkswagen,Golf,2001
9939KK197RUS,1,8594.6,Ford,Focus,1996
T018OX197RUS,2,8594.6,Toyota,Corolla,1993
7830C8197RUS,1,300.0,Ford,Focus,1995
E53677152RUS,1,6000.0,Ford,Focus,2003
Y164O8161RUS,2,75900.0,Ford,Focus,1982
T6419O50RUS,1,9000.0,Ford,Focus,1995
X765HY197RUS,1,3000.0,Ford,Focus,1991
X423MK197RUS,2,6000.0,Ford,Focus,2008
7826C8197RUS,1,3100.0,Ford,Focus,1999
E223YM197RUS,1,600.0,Ford,Focus,1998
H977HY161RUS,2,69600.0,Ford,Focus,2003
8603T8154RUS,1,500.0,Ford,Focus,2006
98047H178RUS,2,2000.0,Ford,Focus,1996
X522OM161RUS,1,67200.0,Ford,Focus,1994
O136HO197RUS,1,500.0,Toyota,Corolla,1987
7089H8163RUS,1,3600.0,Toyota,Corolla,2013
O718MM163RUS,2,800.0,Ford,Focus,1990
7608EE777RUS,1,34000.0,Skoda,Octavia,2011
T171CC96RUS,1,19800.0,Ford,Focus,2002
E822TH36RUS,1,600.0,Ford,Focus,1980
H115YO163RUS,1,8594.6,Ford,Focus,1997
7365C8197RUS,2,8594.6,Ford,Focus,1981
C299K9154RUS,2,4400.0,Ford,Focus,1985
M2169X197RUS,1,6900.0,Ford,Focus,2002
Y7659C197RUS,1,100.0,Ford,Focus,2001
E396MO152RUS,1,1900.0,Ford,Focus,1990
O22297197RUS,2,26300.0,Ford,Focus,1991
7364C8197RUS,1,20600.0,Ford,Focus,1995
Y192O8161RUS,2,1000.0,Ford,Focus,1993
H220X836RUS,1,3600.0,Ford,Focus,2015
T483CT96RUS,1,500.0,Ford,Focus,1999
X257HE161RUS,2,1600.0,Ford,Focus,1989
8182XX154RUS,1,9500.0,Ford,Focus,2012
X796TH96RUS,1,2000.0,Ford,Focus,1998
T011MY163RUS,2,4400.0,Ford,Focus,1983
T341CC96RUS,2,800.0,Volkswagen,Passat,1983
T119CT96RUS,2,1400.0,Ford,Focus,1989
SCHOOL21000RUS,1,5800.0,Toyota,Focus,2017
SCHOOL21001RUS,1,41700.0,Ford,Focus,2008
SCHOOL21002RUS,1,200.0,Ford,Focus,1985
SCHOOL21003RUS,2,800.0,Ford,Focus,2000
SCHOOL21004RUS,1,7000.0,Ford,Focus,1987
